Species,Owner,Country,Company,Altitude,Region,Producer,Partner,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,CQI Taiwan ICP CQI,Taiwan,blossom valley????,150 m,changhua baguashan,Zheng zhao ming ???,Blossom Valley International,7.25,7.25,7.25,7,7.25,7.08,m,150,150,150
Arabica,CQI Taiwan ICP CQI,Taiwan,blossom valley????,250 m,changhua baguashan,Wu kun shan ???,Blossom Valley International,7.25,7.25,7.25,7.08,7.17,7.08,m,250,250,250
Arabica,israel eduardo paz garcia,Mexico,cafeorganico.mx,1300,zaragoza itundujia,ALBERTA TEODORO ANALCO,AMECAFE,7.33,7.17,7.25,7.08,7.08,7.08,m,1300,1300,1300
Arabica,doi tung development project,Thailand,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,7.33,6.67,7.08,7.42,7.42,7.08,m,800,800,800
Arabica,alejandro garcia palacios,Mexico,industrializadora de kaffee andes s.a. de c.v.,1100,"motozintla, chiapas",MARTHA PALACIOS,AMECAFE,7.17,7.17,6.92,7.25,7.33,7.08,m,1100,1100,1100
Arabica,christina dusing,Mexico,,1100,veracruz,DELMAR MORENO GUILLEN,AMECAFE,7.5,7.17,7,7.17,7.25,7.08,m,1100,1100,1100
Arabica,jesus carlos cadena valdivia,Mexico,cafetalera la asunciÃ³n s.a. de c.v.,1250,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,AMECAFE,7.17,7.33,7.08,7.58,7.33,7.08,m,1250,1250,1250
Arabica,asociaciÃ³n aldea global jinotega,Nicaragua,asociaciÃ³n aldea global jinotega,1250,jinotega,AsociaciÃ³n Aldea Global Jinotega,AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,6.83,7.17,7.17,6.92,7.5,7.08,m,1250,1250,1250
Arabica,calixto guillen vazquez,Mexico,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,AMECAFE,7.25,7.08,7,7.17,7.17,7.08,m,1300,1300,1300
Arabica,montegrande,Mexico,cafe montegrande,1100,tuxtla gutierrez,ALFREDO MOISES CEJA,AMECAFE,7.25,6.83,6.92,7.08,7.25,7.08,m,1100,1100,1100
Arabica,doi tung development project,Thailand,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,6.92,7.17,6.83,7.42,7.17,7.08,m,800,800,800
Arabica,alfredo bojalil,Mexico,ecomtrading,1264,"coatepec, coatepec",CECILIA AVILA CAMBEROS,AMECAFE,6.92,7.17,7.17,7.17,7.08,7.08,m,1264,1264,1264
Arabica,obed rendon ponce,Mexico,cafetera el grande s.a. de c.v.,1250,tepetzingo,ROGELIO JACOME MORALES,AMECAFE,7.08,7,6.92,7.33,7.25,7.08,m,1250,1250,1250
Arabica,armando luis pohlenz martinez,Mexico,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,AMECAFE,7.25,7.08,6.92,7.25,7.58,7.08,m,1550,1550,1550
Arabica,rre kunene,Côte d'Ivoire,royal 1750 coffee,200,cnra station of divo,CNRA,Specialty Coffee Association,7.42,7.25,6.83,7,7.33,7.08,m,200,200,200
Arabica,eric jesus cordoba arroyo,Mexico,,750,zentla,ANTONIO CORDOBA MURILLO,AMECAFE,7.42,7.17,7.08,7.17,7.08,7.08,m,750,750,750
Arabica,"lin, che-hao krude",Taiwan,"red on tree co., ltd.",850,natou county,WU SHU YI ???,Specialty Coffee Association,7.08,6.83,6.83,7.25,7.42,7.08,m,850,850,850
Arabica,marco virgilio ramirez teliz,Mexico,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,AMECAFE,7,7,6.92,7.17,7.17,7.08,m,1000,1000,1000
Arabica,masamichi hiroike,Mexico,,1200 m,"pluma hidalogo, oaxaca",Various smallholders,Specialty Coffee Association,6.75,6.75,6.83,7.25,7.58,7.08,m,1200,1200,1200
Arabica,israel eduardo paz garcia,Mexico,cafeorganico.mx,1500,zaragoza itundujia,GUADALUPE HERAS HERNANDEZ,AMECAFE,7.33,7,6.92,7.25,7.33,7.08,m,1500,1500,1500
Arabica,balbino ramirez flores,Mexico,,1200,talpa de allende,BALBINO RAMIREZ FLORES,AMECAFE,7.17,7.25,7.25,7.17,7.25,7.08,m,1200,1200,1200
Arabica,gonzalo de aquino flores,Mexico,cafÃ© monteabuelo s.a. de c.v.,1300,"iliatenco, guerrero",GONZALO DE AQUINO FLORES,AMECAFE,6.75,7.08,6.67,7.25,7.17,7.08,m,1300,1300,1300
Arabica,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,,nan,,AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,6.83,7.08,6.92,6.75,7.25,7.08,m,NA,NA,NA
Arabica,francisco ruiz nunez,Mexico,,1200,los angeles,FRANCISCO RUIZ NUÃ‘EZ,AMECAFE,7.25,7.17,7,6.83,7.58,7.08,m,1200,1200,1200
Arabica,alejandro garcia palacios,Mexico,industrializadora de kaffee andes s.a. de c.v.,850,"motozintla, chiapas",MARIO GARCÃA,AMECAFE,7.25,7.33,7,7,7.25,7.08,m,850,850,850
Arabica,gustavo abarca solis,Mexico,,1248,petatlan,GUSTAVO ABARCA SOLIS,AMECAFE,7.42,7.25,7,7,7.25,7.08,m,1248,1248,1248
Arabica,guillermo eduardo bobadilla muguira,Mexico,el mejor cafÃ©,1250,tepictla,GUILLERMO EDUARDO BOBADILLA MUGUIRA,AMECAFE,7.08,6.83,6.83,7.17,7.17,7.08,m,1250,1250,1250
Arabica,eric thormaehlen,Costa Rica,coricafe s.a.,1100-1300,central valley,CORICAFE BLEND,Specialty Coffee Association of Costa Rica,7.5,7.67,7.67,7.5,7.83,7.17,m,1100,1300,1200
Arabica,racafe & cia s.c.a,Colombia,racafe & cia s.c.a,1600 - 1950 msnm,huila,La Plata,AlmacafÃ©,7.75,7.42,7.33,7.5,7.58,7.17,m,1600,1950,1775
Arabica,juan luis alvarado romero,Guatemala,exportcafe,5440-5760 metros,huehuetenango,OTTONIEL VILLATORO LOPEZ,Asociacion Nacional Del CafÃ©,7.83,7.75,7.25,7.92,7.5,7.17,ft,1658.112,1755.648,1706.88
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIÃ“N, S.A.",Asociacion Nacional Del CafÃ©,7.67,7.67,7.75,7.67,7.42,7.17,m,1500,1500,1500
Arabica,josÃ© luis rojas yeo,Mexico,finca kassandra,1300,veracruz,Finca Kassandra,Centro AgroecolÃ³gico del CafÃ© A.C.,7.5,7.67,7.42,7.75,7.42,7.17,m,1300,1300,1300
Arabica,exportadora de cafe condor s.a,Colombia,,1800 msnm,huila,,AlmacafÃ©,8.08,7.67,7.67,7.33,7.33,7.17,m,1800,1800,1800
Arabica,"TomÃ¡s Sosa, Juan Damaso",Honduras,cigrah,1400,comayagua,"TomÃ¡s Sosa, Juan Damaso",Instituto HondureÃ±o del CafÃ©,7.5,7.33,7.5,7.5,7.17,7.17,m,1400,1400,1400
Arabica,alfredo bojalil,Mexico,ecomtrading,1400,"la concordia, chiapas",OCTAVIO MOGUEL FARRERA,AMECAFE,7.58,7.42,7.25,7.58,7.25,7.17,m,1400,1400,1400
Arabica,enrique eduardo lopez aguilar,Mexico,finca santa cruz,1600,la concordia,LUIS ANTONIO LOPEZ AGUILAR,AMECAFE,7.33,7.5,7.25,7.5,7.5,7.17,m,1600,1600,1600
Arabica,afca,Malawi,mzuzu coffee planters coop union,1599m,mzuzu,Mzuzu Coffee Coop Union        ,Africa Fine Coffee Association,7.67,7.42,6.92,7.5,7.5,7.17,m,1599,1599,1599
Arabica,cadexsa,Honduras,cadexsa,1350,marcala,Jose Omar Acosta,Instituto HondureÃ±o del CafÃ©,7.58,7.42,7.17,7.42,7.17,7.17,m,1350,1350,1350
Arabica,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,1200,"dipilto, nueva segovia",GONZALO CASTILLO,Instituto HondureÃ±o del CafÃ©,7.33,7.5,7.17,7.17,7.58,7.17,m,1200,1200,1200
Arabica,immaculata john,United Republic of Tanzania,mviwambi coffee farm,100/2000,"ruvuma, mbinga",Immaculata John,Africa Fine Coffee Association,7.67,7.17,7.17,7.33,7.5,7.17,m,100,2000,1050
Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,Specialty Coffee Association of Costa Rica,7.5,7.5,7.33,7.17,7.08,7.17,m,1200,1400,1300
Arabica,julio perez hernandez,Mexico,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,AMECAFE,7.42,7.25,7.08,7.75,7.42,7.17,m,1800,1800,1800
Arabica,nucoffee,Brazil,nucoffee,1000m,south of minas,Bruno de Andrade Frota,NUCOFFEE,7.42,7.33,7.25,7.42,7.5,7.17,m,1000,1000,1000
Arabica,kerchanshe,Ethiopia,kerchanshe trading plc,0,sidamo,Kerchanshe trading plc,Specialty Coffee Institute of Asia,7.42,7.33,7.17,7.33,7.42,7.17,m,NA,NA,NA
Arabica,kona pacific farmers cooperative,United States of America,kpfc,,nan,,Specialty Coffee Association,7.42,7.42,7.25,7.58,6.92,7.17,ft,NA,NA,NA
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,grama valley,GABRIEL CARVALHO DIAS,Brazil Specialty Coffee Association,7.25,7.25,7.17,7.5,7.33,7.17,m,NA,NA,NA
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,grama valley,GABRIEL DE CARVALHO DIAS,Brazil Specialty Coffee Association,7.33,7.17,7.17,7.67,7.33,7.17,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,Asociacion Nacional Del CafÃ©,7.42,7.25,7.17,7.5,7.25,7.17,m,3280,3280,3280
Arabica,mayra yessenia torres,Honduras,"olam honduras, s.a.",1350 snn,san marcos,NELSON MELGAR & REGINO MELGAL,Instituto HondureÃ±o del CafÃ©,7.42,7.25,7.25,7.33,7.25,7.17,m,1350,1350,1350
Arabica,doi tung development project,Thailand,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,7.33,7.42,7.25,7.42,7.25,7.17,m,800,800,800
Arabica,juan luis alvarado romero,Guatemala,"armajaro guatemala, s. a.",5000 ft.,jalapa,ROBERTO MONTERROSO,Asociacion Nacional Del CafÃ©,7.58,7.42,6.92,7.5,7.25,7.17,ft,1524,1524,1524
Arabica,jose manuel vergara cortes,Mexico,cafÃ© san blas,1100,oaxaca,JUAN JOSE CASAS BLANCO,AMECAFE,7.33,7.25,7.33,7.33,7.25,7.17,m,1100,1100,1100
Arabica,christina dusing,Mexico,,100,veracruz,MOISES GUILLERMO CARRERA MONTES,AMECAFE,7.5,7.17,7.33,7.25,7.17,7.17,m,100,100,100
Arabica,juan luis alvarado romero,Guatemala,exportcafe,5440-5760 metros,huehuetenango,OTTONIEL VILLATORO LOPEZ,Asociacion Nacional Del CafÃ©,7.5,7.33,7,7.42,7.17,7.17,ft,1658.112,1755.648,1706.88
Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1450 masl,"siguatepeque, comayagua",La Gran Manzana,Instituto HondureÃ±o del CafÃ©,7.5,7.33,7,7.42,7.25,7.17,m,1450,1450,1450
Arabica,essencecoffee,Panama,essence coffee,1680m,boquete,Lamastus,Blossom Valley International,7.25,7.33,7.17,7.33,7.33,7.17,m,1680,1680,1680
Arabica,the coffee source inc.,Costa Rica,the coffee source inc.,1300 msnm,san ramon,SEVERAL,Specialty Coffee Association,7.33,7.33,7.25,7.25,7.17,7.17,m,1300,1300,1300
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",1500msnm,antigua,FINCA MEDINA,Asociacion Nacional Del CafÃ©,7.67,7.42,6.83,7.17,7.42,7.17,m,1500,1500,1500
Arabica,afca,Malawi,r.w.j wallace ltd,990-1000m,southern- zomba,R.W.J. Wallace Ltd,Africa Fine Coffee Association,7.5,7.25,7.17,7.17,7.25,7.17,m,990,1000,995
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",,oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,Asociacion Nacional Del CafÃ©,7,7.5,7.33,7.17,7.17,7.17,m,NA,NA,NA
Arabica,juan luis alvarado romero,Guatemala,"peter schoelfeld, s.a",1500,santa rosa,EDWIN MUÃ‘OZ,Asociacion Nacional Del CafÃ©,7.33,7.25,7.08,7.17,7.25,7.17,m,1500,1500,1500
Arabica,case noyale ltd,Mauritius,compagnie sucriÃ¨re de bel ombre ltd,280,chamarel (south west),Case Noyale Ltd,Kenya Coffee Traders Association,7.25,7.25,7.17,7.17,7.25,7.17,m,280,280,280
Arabica,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,Asociacion Nacional Del CafÃ©,7.5,7.17,6.83,7.5,7.17,7.17,ft,1219.2,1219.2,1219.2
Arabica,israel eduardo paz garcia,Mexico,cafeorganico.mx,1450,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,AMECAFE,7.25,7.25,7.08,7.33,7.25,7.17,m,1450,1450,1450
Arabica,CQI Taiwan ICP CQI,Taiwan,????,600??,taiwan,????,Blossom Valley International,7.58,7.17,7.17,7.17,7.17,7.17,m,600,600,600
Arabica,lusso lab,El Salvador,lusso coffee lab,1450m,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",Specialty Coffee Association,7.33,7.17,7.08,7.08,7.33,7.17,m,1450,1450,1450
Arabica,adam ciruli ye,China,yunnan new century tech inc.,1700,yunnan,Alicia's Farm,Specialty Coffee Association,7.25,7.08,7.25,7.17,7.33,7.17,m,1700,1700,1700
Arabica,alfredo bojalil,Mexico,ecomtrading,1050,pochutla,CARLOS ALBERTO GOMEZ,AMECAFE,6.92,7.17,7.08,7.5,7.33,7.17,m,1050,1050,1050
Arabica,armando luis pohlenz martinez,Mexico,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,AMECAFE,7.42,7.08,7.08,7.33,7.25,7.17,m,1550,1550,1550
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,Asociacion Nacional Del CafÃ©,7.33,7.33,6.83,7.5,7,7.17,ft,1310.64,1310.64,1310.64
Arabica,miguel cortes moreno,Mexico,estrategias constructivas corzu s.a. de c.v.,940,nan,ARMANDO GUTIERREZ GUZMAN,AMECAFE,7.25,7.08,7.08,7.33,7.33,7.17,m,940,940,940
Arabica,the coffee source inc.,Guatemala,the coffee source inc.,1400,oriente,UNEX,Specialty Coffee Association,7,7.17,7.33,7.33,7,7.17,m,1400,1400,1400
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,Asociacion Nacional Del CafÃ©,7.33,7.33,7,7.17,7.17,7.17,ft,1310.64,1310.64,1310.64
Arabica,israel eduardo paz garcia,Mexico,cafeorganico.mx,1550,zaragoza itundujia,CIRILO JOSE JOSE,AMECAFE,7.58,7.42,7.33,7.5,7.08,7.17,m,1550,1550,1550
Arabica,federico pacheco perez,Mexico,,1300,escuitla,FEDERICO PACHECO PEREZ,AMECAFE,7.25,7.08,7,7.17,7.33,7.17,m,1300,1300,1300
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",1250,jinotega,RONALDO LACAYO CARDENAL,Instituto HondureÃ±o del CafÃ©,7.33,7.08,6.92,7.08,7.42,7.17,m,1250,1250,1250
Arabica,federacion nacional de cafeteros,Colombia,federacion nacional de cafeteros,,huila,,AlmacafÃ©,7.83,7.67,7.58,7.75,7.83,7.17,m,NA,NA,NA
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.5,7,7,6.92,7.33,7.17,ft,NA,NA,NA
Arabica,calixto guillen vazquez,Mexico,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,AMECAFE,7.33,7.08,7.08,7.33,7.42,7.17,m,1300,1300,1300
Arabica,pablo enrique martinez gama,Mexico,,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,AMECAFE,7.33,7.25,7,7.42,7.17,7.17,m,1250,1250,1250
Arabica,kona pacific farmers cooperative,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,7.58,7.08,6.83,7.17,7.5,7.17,ft,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,"red on tree co., ltd.",500-700m,"baihe dist., tainan city",LIN REN FU ???,Specialty Coffee Association,7.08,7.08,7.25,7,7.17,7.17,m,500,700,600
Arabica,Consejo Salvadoreño Del Café,El Salvador,Consejo Salvadoreño Del Café,1250,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,Salvadoran Coffee Council,7.25,7.08,7,6.83,7.33,7.17,m,1250,1250,1250
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,Asociacion Nacional Del CafÃ©,7.5,7,6.83,7.08,7.08,7.17,ft,1310.64,1310.64,1310.64
Arabica,mario jose fernandez,Mexico,,1100,"coatepec, coatepec",MARIA DE LA LUZ SANCHEZ TODD,AMECAFE,7.25,7.33,7,7.25,7.17,7.17,m,1100,1100,1100
Arabica,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,Asociacion Nacional Del CafÃ©,7.25,7.33,6.83,7,7,7.17,ft,1219.2,1219.2,1219.2
Arabica,adriana torres rico quevedo,Mexico,cafessisimo compaÃ±ia s.a. de c.v.,800,xicotepec de juarez,ADRIANA TORRES RICO QUEVEDO,AMECAFE,7,6.83,6.83,7.42,7.33,7.17,m,800,800,800
Arabica,israel eduardo paz garcia,Mexico,cafeorganico.mx,1550,zaragoza itundujia,HILARIO GARCÃA SANDOVAL,AMECAFE,7.25,7.08,6.92,7.08,7.17,7.17,m,1550,1550,1550
Arabica,"productores de especialidad emiliano zapeata, spr.",Mexico,,1350,"ohuapan, tlaltetela","PEDRO HERRERA GUZMAN, AURELIO GABRIEL HERNANDEZ ,MARIA DE LOURDES DERISTAIN TRESS",AMECAFE,7.67,7.17,6.83,7.33,7.58,7.17,m,1350,1350,1350
Arabica,adam ciruli ye,China,yunnan louis herbs r& d center,1850,yunnan,Yunnan Louis Herbs R&D Center,Specialty Coffee Association,7,6.92,6.83,7.17,7.17,7.17,m,1850,1850,1850
Arabica,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,4000 psnm,oriente,VARIOS,Asociacion Nacional Del CafÃ©,7.33,7.17,6.92,7.58,7.25,7.17,ft,1219.2,1219.2,1219.2
Arabica,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,4000 p.s.n.m,oriente,VARIOS,Asociacion Nacional Del CafÃ©,7.17,6.5,6.67,7,7.17,7.17,ft,1219.2,1219.2,1219.2
Arabica,mao-heng chu,Colombia,,,nan,,Specialty Coffee Association,7.42,7.17,7,7.17,7.67,7.17,m,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,"red on tree co., ltd.",750-800 m,"dongshan dist., tainan city",Chen Shuei Lian ???,Specialty Coffee Association,7.17,6.75,6.58,7.33,7.33,7.17,m,750,800,775
Arabica,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,4000 p.s.n.m.,oriente,VARIOS,Asociacion Nacional Del CafÃ©,7.33,7,6.83,7.17,7.17,7.17,ft,1219.2,1219.2,1219.2
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del CafÃ©,7.92,7.58,7.17,7.58,7.33,7.17,ft,1310.64,1310.64,1310.64
Arabica,cafes finos de exportacion s de r.l.,Honduras,cafes finos de exportacion s de r.l.,1350,intibuca,Cooperativa Coaquil,Instituto HondureÃ±o del CafÃ©,7,7.17,6.83,7.17,7,7.17,m,1350,1350,1350
Arabica,eileen koyanagi,United States of America,kona pacific farmers cooperative,,kona,,Specialty Coffee Association,6.92,6.92,6.92,7.5,7.58,7.17,ft,NA,NA,NA
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,700-800m,"dongshan dist., tainan city",Tseng ju feng / Kuo jun hong ??? / ???,Specialty Coffee Association,7.83,7.92,7.5,7.83,7.67,7.25,m,700,800,750
Arabica,CQI Taiwan ICP CQI,Taiwan,????,1200,taiwan,???,Blossom Valley International,7.92,7.92,7.83,7.58,7.33,7.25,m,1200,1200,1200
Arabica,CQI Taiwan ICP CQI,Taiwan,????,1200??,taiwan,???,Blossom Valley International,8,7.83,7.83,7.42,7.25,7.25,m,1200,1200,1200
Arabica,ipanema coffees,Brazil,ipanema coffees,894,south of minas,Ipanema Agricola,Brazil Specialty Coffee Association,7.42,7.58,7.42,7.5,7.42,7.25,m,894,894,894
Arabica,calixto guillen vazquez,Mexico,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,AMECAFE,7.58,7.5,7.25,7.58,7.5,7.25,m,1300,1300,1300
Arabica,gabriel barbara,Brazil,volcafe ltda.,973,monte carmelo,Helena Pingnatti Ricci,Brazil Specialty Coffee Association,7.42,7.5,7.42,7.5,7.42,7.25,m,973,973,973
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",3280,norte,CHAPULTEPEC,Asociacion Nacional Del CafÃ©,7.58,7.5,7.33,7.42,7.58,7.25,m,3280,3280,3280
Arabica,ipanema coffees,Brazil,ipanema coffees,1,south of minas,Ipanema AgrÃ­cola SA,Brazil Specialty Coffee Association,7.17,7.58,6.83,7.5,7.75,7.25,m,1,1,1
Arabica,cadexsa,Honduras,cadexsa,1400 msnm,marcala,JOSE OMAR ACOSTA,Instituto HondureÃ±o del CafÃ©,7.5,7.5,7.33,7.5,7.42,7.25,m,1400,1400,1400
Arabica,nucoffee,Brazil,,900-950m,cerrado,Marilsa de Fatima Peternela,NUCOFFEE,7.33,7.67,7.25,7.5,7.5,7.25,m,900,950,925
Arabica,saul m. hernandez ramirez,Mexico,,774,"tenango de doria, hidalgo","PEREZ LEMUS, FELIX",AMECAFE,7.5,7.5,7.33,7.42,7.25,7.25,m,774,774,774
Arabica,armando luis pohlenz martinez,Mexico,beneficio custepec s.a. de c.v.,1550,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,AMECAFE,7.33,7.42,7.33,7.67,7.42,7.25,m,1550,1550,1550
Arabica,enrique eduardo lopez aguilar,Mexico,finca las nubes,1650,la concordia,GRACIELA AGUILAR PERALTA,AMECAFE,7.5,7.42,7.25,7.33,7.67,7.25,m,1650,1650,1650
Arabica,ipanema coffees,Brazil,ipanema coffees,890,south of minas,Ipanema Agricola S.A,Brazil Specialty Coffee Association,7.42,7.5,7.25,7.5,7.5,7.25,m,890,890,890
Arabica,cadexsa,Honduras,cadexsa,1450,marcala,JOSE OMAR ACOSTA,Instituto HondureÃ±o del CafÃ©,7.58,7.5,7.33,7.33,7.42,7.25,m,1450,1450,1450
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",,jinotega,Rolando Lacayo Cardenal,Instituto HondureÃ±o del CafÃ©,7.58,7.5,7.25,7.25,7.5,7.25,m,NA,NA,NA
Arabica,CQI Taiwan ICP CQI,Taiwan,blossom valley????,150 m,changhua baguashan,Zhang ming fu ???,Blossom Valley International,7.5,7.5,7.5,7.25,7.42,7.25,m,150,150,150
Arabica,jose luis munoz guerrero,Mexico,,1400,yajalon,MAYA BINIK,AMECAFE,7.67,7.25,7.17,7.75,7.5,7.25,m,1400,1400,1400
Arabica,"lin, che-hao krude",Taiwan,taiwan coffee laboratory,800,natou county,??? Su Jin Kuan,Specialty Coffee Association,7.42,7.42,7.25,7.67,7.33,7.25,m,800,800,800
Arabica,ipanema coffees,Brazil,ipanema coffees,1260,south of minas,Ipanema Coffees,NUCOFFEE,7.42,7.42,7.33,7.33,7.5,7.25,m,1260,1260,1260
Arabica,elsy reyes,Honduras,cigrah,1400,comayagua,NAHUN MALDONADO,Instituto HondureÃ±o del CafÃ©,7.5,7.5,7.33,7.42,7.17,7.25,m,1400,1400,1400
Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",,santa rosa,AGRICOLA MONTE VERDE,Asociacion Nacional Del CafÃ©,7.5,7.42,7.25,7.25,7.5,7.25,m,NA,NA,NA
Arabica,CQI Taiwan ICP CQI,Taiwan,????,160-200m,taiwan,???,Blossom Valley International,7.5,7.42,7.33,7.08,7.58,7.25,m,160,200,180
Arabica,juan luis alvarado romero,Guatemala,"agricola nueva granada, s.a.",4500,san marcos,"AGRICOLA NUEVA GRANADA, S.A.",Asociacion Nacional Del CafÃ©,7.42,7.33,7.08,7.58,7.33,7.25,ft,1371.6,1371.6,1371.6
Arabica,exportadora de cafe condor s.a,Colombia,,1880 msnm,cauca,,AlmacafÃ©,7.75,7.33,7.42,7,7.33,7.25,m,1880,1880,1880
Arabica,afca,Malawi,mzuzu coffee planters coop union,1200m,mzuzu,Mzuzu Coffee Coop Union,Africa Fine Coffee Association,7.75,7.33,7.08,7.33,7.33,7.25,m,1200,1200,1200
Arabica,julio perez hernandez,Mexico,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,1800,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,AMECAFE,7.58,7.42,7.25,7.33,7.25,7.25,m,1800,1800,1800
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",1100,jinotega,Rolando Lacayo,AsociaciÃ³n de CafÃ©s Especiales de Nicaragua,7.08,7.5,7.33,7.17,7.42,7.25,m,1100,1100,1100
Arabica,cadexsa,Honduras,cadexsa,1400 msn,marcala,JOSE OMAR ACOSTA,Instituto HondureÃ±o del CafÃ©,7.42,7.17,7.17,7.5,7.33,7.25,m,1400,1400,1400
Arabica,CQI Taiwan ICP CQI,Taiwan,blossom valley????,650 m,nantou,Liu ying wu ???,Blossom Valley International,7.5,7.5,7.25,7.25,7.25,7.25,m,650,650,650
Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",5000 f,"sacatepequez, guatemala","SIEMBRAS VISION, S.A.",Asociacion Nacional Del CafÃ©,7.5,7.33,7.5,7.58,7,7.25,ft,1524,1524,1524
Arabica,andreas kussmaul,Mexico,exportadora cafÃ© california,1200,"chiapas, jaltenango",Exportadora CafÃ© California,AsociaciÃ³n Mexicana De CafÃ©s y CafeterÃ­as De Especialidad A.C.,7.75,7.58,7.08,7.25,7.08,7.25,m,1200,1200,1200
Arabica,taylor winch (t) ltd,United Republic of Tanzania,taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,Africa Fine Coffee Association,7.58,7.17,7.17,7.33,7.33,7.25,m,1550,1550,1550
Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,monte carmelo,JOSE RENATO BAIARDI,NUCOFFEE,7.42,7.42,7.17,7.42,7.33,7.25,m,NA,NA,NA
Arabica,gerardo hernandez valderrabano,Mexico,comercializadora profesional mexicana s.a. de c.v.,1642,santa maria sitepec,ETMAR DIDIER ROBLERO LOPEZ,AMECAFE,7.33,7.33,7.25,7.42,7.25,7.25,m,1642,1642,1642
Arabica,balbino ramirez flores,Mexico,,1200,talpa de allende,BALBINO RAMIREZ FLORES,AMECAFE,7.42,7.33,7.25,7.42,7.17,7.25,m,1200,1200,1200
